AUC,Accuracy,CappedBinomialDeviance,LogLoss,MAE,MSE
0.77656080115751847,0.70223773720014315,0.24597567812181698,0.56637992968239559,0.38448751069365317,0.19284451208866737
0.7717677161821267,0.70003580379520236,0.24745083644037275,0.56977660723650791,0.38790176447722335,0.19421652651013949
0.77205119394824739,0.70105621195846757,0.24728735499918952,0.56939230937457275,0.3874514646644312,0.19413986966041574
0.77084859329562505,0.70137844611528821,0.24791853957609261,0.57085531413344226,0.38810391150044893,0.19456247605325125
0.77105879284855472,0.70134264232008592,0.24772494696012973,0.57040777003313403,0.38903942214634896,0.19441821165336981
0.76958291636169618,0.69985678481919078,0.24868363894449408,0.57261523990510588,0.38811345763719318,0.19520848065171045
0.76746066380976241,0.69931972789115648,0.24957932882751105,0.57467764207768701,0.3910344819369867,0.1961599480070447
0.76724999295451124,0.70010741138560695,0.24953948934236705,0.57458590827308886,0.39240731436620507,0.19604070114996344
0.765983510638656,0.69835302542069466,0.24987587108808065,0.57536036311419281,0.39210210045397637,0.19643004803121306
0.75899933668205921,0.69069101324740423,0.25429182971151143,0.58560560379939386,0.39722014521094096,0.20011868160051546
0.75819901724809391,0.69219477264590046,0.25346453013553444,0.58362364869281502,0.39657475269388209,0.19969696612825247
0.75879405534519195,0.69069101324740423,0.25435921838751063,0.58576314064634671,0.39800451932473518,0.20014111287451827
0.75880311781554521,0.6908700322234157,0.25444482668720514,0.58602810675589168,0.39708900586731111,0.20026830958554057
0.75858932418164682,0.69022556390977441,0.25352189138512554,0.58375572785104923,0.39803994495452655,0.19978597736108311
0.75926496587658976,0.68895452918009314,0.25354257431754185,0.58380335206290646,0.40010840363457006,0.19995142523203741
0.7578360990710824,0.69049409237379167,0.25401467584738752,0.58489040600789999,0.40039705589366315,0.20022795307007929
0.75800110554058842,0.69013605442176873,0.25420711323677381,0.58533252930649038,0.40120188333109896,0.20038097825627732
0.75747299750296337,0.69155030433225928,0.25424317355311898,0.58541654141890409,0.40787279831138268,0.20032048147376197
0.75895155303893658,0.69015395631936993,0.25417490871095505,0.58525935581096566,0.40426608705692346,0.20028612549114416
0.75732360685037603,0.69056569996419626,0.25466515105685622,0.5863878156301392,0.39931688578640062,0.20051936657946176
0.75607080769130763,0.68777300393841745,0.25457331366652253,0.5861767171226242,0.39673956348711598,0.20077513052135673
0.7568407624312159,0.69285714285714284,0.25503375810773182,0.58723647931226641,0.39837213061029214,0.20060339472033956
0.49468979506396421,0.49726100966702469,0.36861013498052803,0.84876865133964863,0.50124945821474787,0.30589869534381869
0.75574961355614245,0.68986752595775158,0.25482367743608131,0.58675319444322704,0.40410261162463107,0.20085681230207636
0.75407252560430016,0.6892409595417115,0.25518767299065792,0.58759061206378471,0.40201387509734321,0.20132278667763209
0.75580929389582374,0.6875581811672038,0.25570614007326486,0.58878371155981779,0.40572924358440726,0.20185689605541679
0.75579626927983179,0.68770139634801297,0.25561413925806031,0.58857291325025063,0.39838240116362439,0.20161034757708934
0.75267354898438998,0.68682420336555672,0.25632610270344225,0.5902123292568171,0.39918107834747102,0.20222803373864129
0.75253044877503239,0.68873970640887938,0.25601723207148014,0.58950132664780908,0.40353515574650972,0.2019709320250635
0.75555865980984838,0.68397780164697464,0.25597261586992603,0.58939859539191874,0.3984050316808147,0.20222439101451534
0.75635205911503334,0.6868779090583601,0.25595235082933721,0.58935206753641245,0.41274325635517145,0.20223477255585923
0.75745524703920353,0.68872180451127818,0.2555150639412202,0.58834429976698299,0.39506913068402988,0.20145934503546384
0.75306896778475496,0.68478338703902608,0.25658240848877528,0.59080257709053818,0.40173539013025966,0.20256860016827768
0.75402946396157944,0.68494450411743646,0.25670404029871108,0.59108264045608694,0.40092734859458407,0.20267442381335704
0.75404689958256399,0.68567848191908343,0.25667352459113435,0.59101263148978533,0.40394575621292389,0.20268888276532734
0.75417749136418655,0.68702112423916928,0.25702179113683649,0.59181401366613173,0.39696009834309032,0.20266084335441095
0.75300627175144375,0.68438954529180096,0.2568355391662267,0.59138568383524004,0.40489676210975334,0.20265337903757327
0.75349354961856418,0.68421052631578949,0.25692958286163098,0.59160201707877691,0.40082714432510508,0.20289472984476858
0.50537887785225677,0.50520945220193347,0.35746069996097773,0.82311164308724527,0.49709249248872439,0.29748248699911611
0.7524961386072555,0.68567848191908343,0.25707962536160245,0.5919472276443527,0.39987576429827842,0.20304071361358941
0.75283972184698822,0.68444325098460435,0.257143460812914,0.59209433449727966,0.39945647621213731,0.20299653678424148
0.75326603627790301,0.68551736484067316,0.25710821009836649,0.59209412184295029,0.39910826379073383,0.20306551882807186
0.75177151160857691,0.68601861797350527,0.25709399863545923,0.59198054386780741,0.40621199718029016,0.20276865689346957
0.75267283850415567,0.68501611170784105,0.25725360613921427,0.59234783902556909,0.39975844131913085,0.20322283944289812
0.75266203510073737,0.68506981740064443,0.25725872579764031,0.59235962718396096,0.39976096289116231,0.20322757585527065
0.75240341516563025,0.68442534908700314,0.25735360321456308,0.59257815182502127,0.39988732468908139,0.20333504669567046
0.75385251334466874,0.68609022556390975,0.25672928305792064,0.59114047174707307,0.39770988304796828,0.20282443074903453
0.7519551444588104,0.68347654851414252,0.25726624997245101,0.59237743211704652,0.40670383549525185,0.20332662648234695
0.75171974209439252,0.68378088077336197,0.25722263098873177,0.59227673789982493,0.40255046519381216,0.20348421129437388
